Id,Title,Body,AcceptedAnswer,SDLC
61818220,XML RPC API error code :2945 message INVALID_TICKET,"<p>I am trying to insert data in to my zoho creator application form using php curl request.
when i executed the code i'm getting error</p>

<p>Here is the code snippet that i have used:</p>

<pre><code>$xml = ""
    &lt;ZohoCreator&gt;
        &lt;applicationlist&gt;
            &lt;application name='APPLICATION_NAME'&gt;
                &lt;formlist&gt;
                    &lt;form name='FORM_NAME'&gt;
                        &lt;add&gt;
                            &lt;field name='Order_id'&gt;
                                &lt;value&gt;1&lt;/value&gt;
                            &lt;/field&gt;
                            &lt;field name='first_name'&gt;
                                &lt;value&gt;first_name&lt;/value&gt;
                            &lt;/field&gt;
                            &lt;field name='last_name'&gt;
                                &lt;value&gt;last_name&lt;/value&gt;
                            &lt;/field&gt;
                        &lt;/add&gt;
                    &lt;/form&gt;
                &lt;/formlist&gt;
            &lt;/application&gt;
        &lt;/applicationlist&gt;
    &lt;/ZohoCreator&gt;
    "";

insert_record($xml);

function insert_record($xml_string){

    $api_url = ""https://creator.zoho.com/api/xml/write"";
    $post_params = array();
    $post_params['authtoken'] = ""*********"";
    $post_params['zc_ownername'] = ""*********"";

    $post_params['scope'] = 'creatorapi';
    $post_params ['XMLString'] = $xml_string;

    $ch = curl_init();
    curl_setopt($ch, CURLOPT_URL, $api_url);
    curl_setopt($ch, CURLOPT_FOLLOWLOCATION, 1);
    curl_setopt($ch, CURLOPT_RETURNTRANSFER, 1);
    curl_setopt($ch, CURLOPT_TIMEOUT, 30);
    curl_setopt($ch, CURLOPT_POST, 1);
    curl_setopt($ch, CURLOPT_POSTFIELDS, $post_params);
    $result = curl_exec($ch);
    curl_close($ch);
    echo $result;
}
</code></pre>

<p>when i executed this code, got response as below :</p>

<pre><code>{""code"":2945,""message"":""INVALID_TICKET""}
</code></pre>

<p>why i'm getting this error response, how to make it work</p>
",,3__development
61818685,Can we integrate XLSX and Syncfusion Library with LWC,"<p>We have some custom requirement to export our data into excel with custom and conditional cell styling. We have explored two libraries <strong>(xlsxjs and syncfusion)</strong> and would like to know whether it is compatible with salesforce Lightning Web Components.<br>
Please suggest if there is any other way to achieve the same without the mentioned libraries.<br>
 PFA sample of expected excel file on export.<a href=""https://i.stack.imgur.com/fMuA0.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/fMuA0.png"" alt=""enter image description here""></a></p>
",,3__development
61820944,Salesforce Bulk Upsert throws Duplicate error,"<p>I am doing the R&amp;D on the duplicate error scenario in SF Bulk API and found that somehow I am not able to perform insert and update operation simultaneously for the contact with the same(external id) within the single batch.</p>

<p>I received a duplicate error. Screen capture for reference</p>

<p><a href=""https://www.screencast.com/t/ReE41vuzb"" rel=""nofollow noreferrer"">https://www.screencast.com/t/ReE41vuzb</a></p>

<p>When the batch contains different external id's I do not have any error. But when external Id is repeated in a single batch I receive the below error. 
{
  ""success"" : false,
  ""created"" : false,
  ""id"" : null,
  ""errors"" : [ {
    ""message"" : ""Duplicate external id specified: 7401"",
    ""fields"" : [ ""Origami_ID__c"" ],
    ""statusCode"" : ""DUPLICATE_VALUE"",
    ""extendedErrorDetails"" : null
  }</p>

<p>Although there is No duplicate at the target side. </p>
",,3__development
61824996,How to include multiple import js file into another js file,"<p>file constant.js    </p>

<pre class=""lang-js prettyprint-override""><code>import { LightningElement } from 'lwc';
import { createRecord } from 'lightning/uiRecordApi';
import { ShowToastEvent } from 'lightning/platformShowToastEvent';
import CONTACT_OBJECT from '@salesforce/schema/Contact';
import FIRSTNAME_FIELD from '@salesforce/schema/Contact.FirstName';
import LASTNAME_FIELD from '@salesforce/schema/Contact.LastName';
import EMAIL_FIELD from '@salesforce/schema/Contact.Email';
import PHONE_FIELD from '@salesforce/schema/Contact.Phone';
import FAX_FIELD from '@salesforce/schema/Contact.Fax';
</code></pre>

<p>file contact.js</p>

<pre><code>export default class LdsCreateRecord extends LightningElement {

}
</code></pre>

<p>How can I include constant.js file in contact.js</p>

<p>for more clarification please visit this 
<a href=""https://github.com/meta-gopal-gupta/Salesforce/pull/9#discussion_r424978674"" rel=""nofollow noreferrer"">Github</a></p>
",,3__development
61827269,How to keep Quick Action window open on intra-page link,"<p>I have intra-page links at the top of a component invoked from a quick action.  They just navigate to sections of a very long page.  When I click on a link it just closes the window.  I've been experimenting with javascript but have not found a solution.  This component works fine when invoked as a modal window, just not as a quick action...  </p>
",,3__development
61834955,Custom setting is null on trigger but available in Apex class,"<p>I am trying to access custom setting in trigger but it is null.</p>

<p>It is easily accessible in the apex code.</p>

<p>Code :-   </p>

<p>TriggerEnableSettings__c settings = TriggerEnableSettings__c.getInstance('test');</p>
",,3__development
61838119,What permissions does user need to create and use powerapp?,"<p>In powerapps admin centre, I have an environment without CDS.</p>

<p>Inside the environment there are 2 roles - Admin and maker. Is it environment admin and environment maker? Or is it powerapp admin and powerapp maker?</p>

<p>What permissions does user need to create and use powerapp?</p>
","<p>I know the security role terms are little confusing. Maybe it should read App Maker/admin but again it’s going to confuse Model-driven app makers who need System Admin/customizer roles to do their job. So Environment is right now used to deal with Canvas app and Power Automate (MS Flow) makers. Still Environment May or May not have CDS. </p>

<p>Read it as “Canvas powerapp maker role in current Environment”</p>

<p><a href=""https://docs.microsoft.com/en-us/power-platform/admin/database-security#predefined-security-roles"" rel=""nofollow noreferrer"">Reference</a></p>

<blockquote>
  <ul>
  <li>Environment Maker and Environment Admin are the only predefined roles for environments that have no Common Data Service database.</li>
  <li>The Environment Maker role can create resources within an environment, including apps, connections, custom connectors, gateways, and flows using Power Automate. Environment makers can also distribute the apps they build in an environment to other users in your organization. They can share the app with individual users, security groups, or all users in the organization. More information: Share an app in Power Apps</li>
  <li>For users who make apps that connect to the database and need to create or update entities and security roles, you need to assign the System Customizer role in addition to the Environment Maker role. This is necessary because the Environment Maker role doesn't have privileges on the environment's data.</li>
  <li>If the environment has a Common Data Service database, a user must be assigned the System Administrator role instead of the Environment Admin role for full admin privileges, as described in the preceding table.</li>
  </ul>
</blockquote>

<p>To regulate the administration of creating new environment itself is different. <a href=""https://stackoverflow.com/questions/55864354/option-to-restrict-non-admin-licensed-users-to-create-powerapps-environments"">Read this</a></p>
",2__design
61840842,Canvas PowerApp Form unable to get fields from Custom Connector returning tabular data from REST API,"<p>I created a <strong>Custom Connector</strong> our of my REST API that returns <strong>tabular data</strong>. I used it as a datasource in a canvas powerapp, which store the records from the custom connector into a <strong>collection</strong>. This collection is used as datasource by a Gallery which successfully displays the items and attributes of each item. However, when I try to <a href=""https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/northwind-orders-canvas-part2#add-an-edit-form-control"" rel=""nofollow noreferrer"">create an Edit Form</a> that uses the <strong>collection</strong> as datasource it cannot access the fields. It does not work using directly the <strong>custom connector</strong> as data source either.</p>

<p>In <a href=""https://powerusers.microsoft.com/t5/Building-Power-Apps/Forms-amp-Custom-Connectors/m-p/369981#M106595"" rel=""nofollow noreferrer"">this answer</a> from @aorphan I read that you can use custom connectors in forms <em>as long as they return <strong>tables</strong> instead of actions</em>.  And as far as I can see, the content of the collection is tabular data:
<a href=""https://i.stack.imgur.com/zKDJv.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/zKDJv.png"" alt=""DataType is Table""></a></p>

<p>Even the columns of the collection can be accessed as attributes of the item displayed by the Gallery:
<a href=""https://i.stack.imgur.com/7RJaF.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/7RJaF.png"" alt=""ThisItem fields""></a></p>

<p>However, even after setting the collection as datasource of a new Edit Form, it is unable to add any fields from the datasource:
<a href=""https://i.stack.imgur.com/kYb5E.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/kYb5E.png"" alt=""Form add fields""></a></p>

<p>Just in case my data needs some richer definition to be correctly interpreted by the Form, the JSON returned by my API looks like this:</p>

<pre><code>    {
        ""quotes"": [
            {
                ""quote_pk"": 347,
                ""shipment_name"": ""test add leg"",
                ""organization_ff_name"": ""LIFE"",
                ""quote_id"": ""1234"",
                ""effective_until"": ""2020-05-10"",
                ""eta"": ""2020-05-14T12:00:00Z"",
                ""price"": 100.0,
                ""quote_status"": 2
            },
            {
                ""quote_pk"": 345,
                ""shipment_name"": ""test modal review"",
                ""organization_ff_name"": ""LIFE"",
                ""quote_id"": ""123"",
                ""effective_until"": ""2020-05-11"",
                ""eta"": ""2020-05-22T12:00:00Z"",
                ""price"": 1749.94,
                ""quote_status"": 6
            }
        ]
    }
</code></pre>

<p>And the definition of my Custom Connector goes like this:</p>

<pre><code>swagger: '2.0'
info: {title: some title, description: some description, version: '1.0'}
host: server.domain.com
basePath: /organizations/endpoint/
schemes: [https]
consumes: []
produces: []
paths:
  /organizations/endpoint/shipment_quotes/: {}
  /shipment_quotes/:
    get:
      responses:
        '200':
          description: default
          schema:
            type: object
            properties:
              quotes:
                type: array
                items:
                  type: object
                  properties:
                    quote_pk: {type: integer, format: int32, description: quote_pk}
                    shipment_name: {type: string, description: shipment_name}
                    organization_ff_name: {type: string, description: organization_ff_name}
                    quote_id: {type: string, description: quote_id}
                    effective_until: {type: string, description: effective_until}
                    eta: {type: string, description: eta}
                    price: {type: number, format: float, description: price}
                    quote_status: {type: integer, format: int32, description: quote_status}
                description: quotes
      summary: peration summary
      description: operation description
      operationId: operationId
      parameters:
      - {name: Content-Type, in: header, required: false, type: string}
      - {name: Accept, in: header, required: false, type: string}
definitions: {}
parameters: {}
responses: {}
securityDefinitions: {}
security: []
tags: []
</code></pre>

<p>Please help me to get the datasource right so the form be able to add its fields, or at least let me know in case this is not possible for some reason so I can move on.</p>
","<p><em>Formally</em>, Collections cannot be used as a DataSource for Form controls in PowerApps. You're efforts are admirable and it looks like you've tried just about everything, so I'll pass my little secret. 
Its probably not officially supported so use at your own risk. </p>

<ol>
<li>Create a Collection of the response from your Custom Connector (which you've done)</li>
<li>Add a Gallery control and set its <code>Items</code> property to the Collection (which you've already done)</li>
<li>Add an Edit Form control and set its <code>DataSource</code> property to the Collection (which you've already done)</li>
<li>Click the three little dots and <code>Add Custom Card</code></li>
<li>Add a TextBox control to the Custom Card. </li>
<li>Set the TextBox <code>Default</code> property to <code>gallery.Selected.X</code> where ""X"" is the value you want to edit in the form. </li>
<li>Repeat steps 4-7 for each form field you wish to capture. </li>
<li><p>Create a ""Submit"" button in the Form which Patches/UpdateIf's the Collection <strong>then</strong> calls your POST (or PUT) method from the Custom Connector to patch the edits back to your DataSource.</p>

<p>8a. I only see a GET request in your swagger file. You'll (obviously) need a POST/PUT to get the data <em>from</em> the Collection back up <em>to</em> your DataSource. </p>

<p>8b. This little ""wrapper"" is likely what PowerApps handles for you when you use an ""approved"" DataSource for a Form control.</p></li>
</ol>

<p><strong>Note:</strong> Your Form will show ""No data source"" in the PowerApps studio, but your user won't see it. </p>

<p><strong>Here it is in action:</strong>
<a href=""https://i.stack.imgur.com/sIzbd.gif"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/sIzbd.gif"" alt=""enter image description here""></a></p>

<p><a href=""https://i.stack.imgur.com/khWRs.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/khWRs.png"" alt=""enter image description here""></a></p>

<p>Help much?</p>
",3__development
61842832,Is it possible to use power apps to create a login page using office365 email and password for credential submission,"<p>I'm creating a powerapp interface for a small corporation that using office365/sharepoint to log in to their network. Is it possible to use both the username or email and password to login and pass on to the next screen? so far this is what I’m working with ""-----"" don't know what to use.</p>

<pre><code>If (User().Email = Txt_Inpt_Us, User().
</code></pre>

<p>and</p>

<pre><code>If(User().Email exactin Txt_Inpt_Us.Text).------ = Txt_Inpt_Pas.Text, false, true)
</code></pre>

<p>I've tried various combinations and combing through powerapps help but am growing tired and wanted to get y'alls take. </p>
","<p>PowerApps will be used by internal employees in a corporate using Azure AD user account, which is used for Single signon across Sharepoint, O365, etc. In some cases external guests can be shared with this PowerApp but still they have to be in some AAD and invited through your company AAD as guests.</p>

<p>That being said, Authentication for PowerApp is already taken care by Azure AD challenge. Not sure why you want to have a separate login screen to mimic the behavior.</p>

<p>In case you want some registration process to use and authorization on multiple role/persona, then you should maintain a separate database to handle the entitlements and authorization.</p>

<p>Don’t forget, this is going to be extra step for users, to get authenticated in addition to AAD always.</p>
",3__development
61845738,Maximum concurrent users in a powerapp,"<p>What is the most concurrent users in a powerapp app (using SharePoint lists)? My concern is performance, the user not having to wait because of multiple users.</p>
",,1__requirement
61854113,What is LWC equivalent of HTMLElement.getProperty('attributeName')?,"<p>Can anybody explain how to perform the <code>HTMLElement.getProperty('attributeName')</code> in LWC</p>

<p>Here is what I am doing:</p>

<p>MarkUp</p>

<pre><code>&lt;lightning-input 
  data-my-id=""in1"" 
  name=""message"" 
  value={message} 
  label=""Event Demonstration"" 
  placeholder=""Put some value here"" 
  onchange={handleinputchange}&gt;
</code></pre>

<p>JavaScript</p>

<pre><code>handleinputchange(event){
   var input = this.template.querySelector(""lightning-input[data-my-id=in1]"");
   console.log(input.getAttribute('value'));  // this gives null
}
</code></pre>

<p>Am I doing something wrong?<br>
Or is there any other workaround?<br>
Or is there any limitation like we can not access lightning elements like this because even the element inspector does not show the <code>""value""</code> attribute in markup that is rendered in dev console.</p>
",,3__development
61865302,Is it possible to trigger ADF pipeline from Power App?,"<p>I'm wondering if it is possible to trigger an Azure Data Factory pipeline from a Microsoft Power App, and if so, how would one go about configuring this?</p>

<ul>
<li>I was unable to find a PowerApp connector trigger in Azure Data Factory</li>
<li>I was unable to find a PowerApp connector trigger in Azure Logic Apps</li>
<li>I have experience with Azure, but no experience in PowerApps</li>
</ul>

<p>If you have any ideas or information for me that would be great.</p>

<p>Thanks!</p>
","<p>You can trigger an Azure Data Factory pipeline using the REST API like this:</p>

<blockquote>
  <p>The following sample command shows you how to run your pipeline by using the REST API manually:</p>

<pre><code>POST  
https://management.azure.com/subscriptions/mySubId/resourceGroups/myResourceGroup/providers/Microsoft.DataFactory/factories/myDataFactory/pipelines/copyPipeline/createRun?api-version=2017-03-01-preview
</code></pre>
</blockquote>

<p>More information: <a href=""https://docs.microsoft.com/en-us/azure/data-factory/concepts-pipeline-execution-triggers#manual-execution-on-demand"" rel=""nofollow noreferrer"">Pipeline execution and triggers in Azure Data Factory</a> &rarr; <a href=""https://docs.microsoft.com/en-us/azure/data-factory/concepts-pipeline-execution-triggers#manual-execution-on-demand"" rel=""nofollow noreferrer"">Manual execution (on-demand)</a> &rarr; <a href=""https://docs.microsoft.com/en-us/azure/data-factory/concepts-pipeline-execution-triggers#rest-api"" rel=""nofollow noreferrer"">REST API</a></p>
",3__development
61867669,NotFoundError: Node.removeChild: The node to be removed is not a child of this node,"<p>In Sharepoint online, I have a page that displays a powerapp. Sometimes, when loading the page, the following error occurs:
<a href=""https://i.stack.imgur.com/q86Ot.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/q86Ot.png"" alt=""enter image description here""></a></p>

<p>When I refresh the page, the powerapp loads fine. Does anyone have any idea why this error is occuring and how to avoid it?</p>
",,3__development
61869531,Jest test for LWC Cannot find module 'c/hello' from 'hello.test.js,"<p>i have followed all the steps on installation of node.js and jest.  i have below LWC component and getting error when i run test as mentioned below, i tried to debug and changes root / folder but i am unable to find root cause and resolve an issue. Any suggestion ?</p>

<p><strong>Getting error :</strong> </p>

<pre><code>  ● Test suite failed to run

**Cannot find module 'c/hello' from 'hello.test.js'**

  1 | import { createElement } from 'lwc';
&gt; 2 | import Hello from 'c/hello';
    | ^
</code></pre>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>import { LightningElement } from 'lwc';

export default class Hello extends LightningElement {
    greeting = 'World';
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;template&gt;
    &lt;lightning-card title=""Hello"" icon-name=""custom:custom14""&gt;
        &lt;div class=""slds-m-around_medium""&gt;
            Hello, {greeting}!
        &lt;/div&gt;

        &lt;c-view-source source=""lwc/hello"" slot=""footer""&gt;
            Bind an HTML element to a component property.
        &lt;/c-view-source&gt;
    &lt;/lightning-card&gt;
&lt;/template&gt;</code></pre>
</div>
</div>
</p>

<p>hello.test.js</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>import {
  createElement
} from 'lwc';
import Hello from 'c/hello';

describe('c-hello', () =&gt; {
  afterEach(() =&gt; {
    // The jsdom instance is shared across test cases in a single file so reset the DOM
    while (document.body.firstChild) {
      document.body.removeChild(document.body.firstChild);
    }
  });

  it('displays greeting', () =&gt; {
    // Create element
    const element = createElement('c-hello', {
      is: Hello
    });
    document.body.appendChild(element);

    // Verify displayed greeting
    const div = element.shadowRoot.querySelector('div');
    expect(div.textContent).toBe('Hello, World!');
  });
});</code></pre>
</div>
</div>
</p>
",,4__testing
61902973,Fetch Parent & Child records Quickbase API_DoQuery,"<p>I have a table A and Table B.</p>

<p>A is parent of B</p>

<p>What I want to do is perform a quickbase API call API_DoQuery to get the records in table A with all child records, something like this</p>

<p>id,
name
child:[id, name]</p>

<p>how can I do that right now I only got the values in table A and a number in the relation field
.
What I need to do ?</p>

<p>Thanks.</p>
","<p>You can use a Combined Text summary field on the parent table to pull all child values into a single comma separated field on the parent table. Since Combined Text fields only work with strings, the Name field should work fine, but for the Record ID you need to first convert that to a string (text) in  a new formula text field on the child table.</p>

<p>Summary field on parent:</p>

<p><a href=""https://i.stack.imgur.com/4oEUZ.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/4oEUZ.png"" alt=""enter image description here""></a></p>

<p>Formula field to convert Record ID from numeric to string:
<a href=""https://i.stack.imgur.com/5PJdJ.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/5PJdJ.png"" alt=""enter image description here""></a></p>
",3__development
61904800,"Getting ""The table didn't load correctly"" in PowerApps","<p>I'm trying to create my first excel data driven app. 
I created a Workbook in Excel 365, put some data and inserted a Table on top of it.</p>

<p>When I select that workbook via Power Apps, it's unable to load the table.</p>

<p>The Excel is in OneDrive for Business and I'm using the same account.</p>

<p>The OneDrive is not being synced to my computer.</p>

<p><a href=""https://i.stack.imgur.com/lOBn0.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/lOBn0.png"" alt=""Power Apps Error ""></a></p>

<p><a href=""https://i.stack.imgur.com/Lx8fy.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Lx8fy.png"" alt=""Excel Table ""></a></p>
",,3__development
61909353,Looping through Excel datasource rows,"<p>I am using Excel table as a data source and I have also added Office365Users data source.</p>

<p>Now, the Excel table looks like this</p>

<pre><code>Name  Age Location
John  30  US
Mike  32  Canada
</code></pre>

<p>It is formatted as a table in the Excel so it is a proper data source it is called <code>users</code></p>

<p>What I am trying to do is to use <code>Office365Users.MyProfile().DisplayName</code> and match it with the name from the Excel row.</p>

<p>So the end result would be that the app would display only my name, age and location rows.</p>

<p>After hours of struggling I haven't gotten anywhere with this, I just cannot figure out how to loop through the ""Users"" table and then match the Name column and display only that row.</p>

<p>If someone could help me or perhaps have a similar example I would be very grateful!</p>
","<p>You can use the <a href=""https://docs.microsoft.com/powerapps/maker/canvas-apps/functions/function-filter-lookup"" rel=""nofollow noreferrer"">LookUp function</a> to find the row that matches your display name. For example, if you have one label where you would show the user age, you could set its Text property to something like</p>

<pre><code>""Age: "" &amp; LookUp(MyExcelTableName, Name = Office365Users.MyProfile().DisplayName, Age)
</code></pre>

<p>And similarly to display the location:</p>

<pre><code>""Location: "" &amp; LookUp(MyExcelTableName, Name = Office365Users.MyProfile().DisplayName, Location)
</code></pre>

<p>You can also improve a little the performance of your app by caching the result of the MyProfile() call, and possibly the LookUp as well, so you won't need to make the network call multiple times. For example, in your screen where you have your labels, you can have this expressions in the OnVisible property:</p>

<pre><code>Set(myProfile, Office365Users.MyProfile());
Set(myInfo, LookUp(MyExcelTableName, Name = myProfile.DisplayName))
</code></pre>

<p>And your label texts would become</p>

<pre><code>""Age: "" &amp; myInfo.Age
""Location: "" &amp; myInfo.Location
</code></pre>

<p>Hope this helps!</p>
",3__development
61915796,Power Apps. Is it possible to export text input field to specific cells in an excel document or generate an excel document based off inputs?,"<p>So I've created managed to create and link my login screen and home screen features, buttons, etc. What I'm trying to do now is build a custom screen in Power Apps that works like specific fields in an Excel document I created. The file does not use tables, yet has fields in different location on the work page. I'd like to be able to press a save button on the app and have the various fields with and without out input save to the specified cell location (ex. Supervisor for ""A Location"" goes to Cell B2, or comment box text goes to Q13)<a href=""https://i.stack.imgur.com/nxaXG.png"" rel=""nofollow noreferrer"">Excel form</a></p>

<p>Everywhere i look its all tables.</p>
",,3__development
61919301,Powerapps: cant get response value from ms flow,"<p>I have a problem that makes me confused,</p>

<p>I have a flow that executed in Power Apps and the result of MS Flow will store to collection, but after executing the flow, the collection still empty of rows.</p>

<p>Here is my code in Power Apps</p>

<pre><code>ClearCollect(
    collTest,
    SORExcuteQueryString.Run(varStrQuery)
);
</code></pre>

<p>And this is my Flow</p>

<p><a href=""https://i.stack.imgur.com/P6sbE.png"" rel=""nofollow noreferrer"">All action in Flow are successfully</a></p>

<p><a href=""https://i.stack.imgur.com/W0xJK.png"" rel=""nofollow noreferrer"">Result of Flow</a></p>

<p><a href=""https://i.stack.imgur.com/MwGoH.png"" rel=""nofollow noreferrer"">Result of Flow 2</a></p>

<p><a href=""https://i.stack.imgur.com/RhvHR.png"" rel=""nofollow noreferrer"">collection</a></p>

<p><a href=""https://i.stack.imgur.com/OjjSm.png"" rel=""nofollow noreferrer"">apps code</a></p>

<p><a href=""https://i.stack.imgur.com/BOuYc.png"" rel=""nofollow noreferrer"">Execute a SQL Query</a></p>

<p><a href=""https://i.stack.imgur.com/q779I.png"" rel=""nofollow noreferrer"">Execute Stored Procedure</a></p>

<p>and this is my Scheme of the response</p>

<pre><code>    {
    ""type"": ""array"",
    ""items"": {
        ""type"": ""object"",
        ""properties"": {
            ""Area"": {
                ""type"": ""string""
            },
            ""DADays"": {
                ""type"": ""integer""
            },
            ""CustomerName"": {
                ""type"": ""string""
            },
            ""SalesmanName"": {
                ""type"": ""string""
            },
            ""ProductName"": {
                ""type"": ""string""
            },
            ""QTY"": {
                ""type"": ""integer""
            },
            ""UOM"": {
                ""type"": ""string""
            },
            ""OpportunityNo"": {
                ""type"": ""string""
            },
            ""ProductFamily"": {
                ""type"": ""string""
            }
        },
        ""required"": [
            ""Area"",
            ""DADays"",
            ""CustomerName"",
            ""SalesmanName"",
            ""ProductName"",
            ""QTY"",
            ""UOM"",
            ""OpportunityNo"",
            ""ProductFamily""
        ]
    }
}
</code></pre>

<p>thanks full for your helps</p>
",,3__development
61920382,LWC Jest XMLHttpRequest from static resource,"<p>I have json file uploaded as static resource in salesforce 'jsonrecord'. </p>

<pre><code>import jsonrecordfrom '@salesforce/resourceUrl/jsonrecord';
</code></pre>

<p>I am loading this json file using XMLHttpRequest()</p>

<pre><code>    let request = new XMLHttpRequest();
    request.open(""GET"", jsonrecord, false);
    request.send(null);
    this.FieldSet = JSON.parse(request.responseText); // response stored in property
</code></pre>

<p>I am writing jest tests for this component, how can i mock the  XMLHttpRequest call to get the respone in test.js file.</p>

<p>I tried below mock but it gives me anonymous in response.</p>

<pre><code>jest.mock(
`@salesforce/resourceUrl/jsonrecord`,
() =&gt; { const testObject = require('./data/jsonrecord.json');
    return testObject;
},
{ virtual: true });
</code></pre>
",,4__testing
61928879,How to embed LWC/VF page in Angular based button click event UI in Vlocity,"<p>we have requirement in Salesforce-Vlocity 
in Angular template we want to click one button and on that click we want to embed/append the LWC/VF page in to Angular Card itself. and LWC/VF is also fully funtional to call separatly omniscript page call. </p>

<p>thanks in advance.</p>
",,3__development
61932638,How to validate a salesforce react input component?,"<p>The salesforce lightning design system <a href=""https://react.lightningdesignsystem.com/components/inputs/#prop-onInvalid"" rel=""nofollow noreferrer"">documents</a> an <code>onInvalid</code> callback for the <code>Input</code> component.  It does not appear to provide any examples though.</p>

<p>I have tried something similar to the following code.  When I change the input to an invalid value, for example 2, then the error handler is not executed.</p>

<pre><code>&lt;Input type='number'
       min='3'
       value={someValue}
       onChange={someChangeHandler}
       onInvalid={someErrorHandler} /&gt;
</code></pre>

<p>How can I use this to validate an input?</p>

<p>Any examples of the correct usage would be appreciated.</p>
",,3__development
61936613,!Blank on visible property of icon in gallery,"<p>Having a bit of trouble getting a tick to appear visible in a gallery if the user has made a selection in a drop down column in the edit details screen. </p>

<p>Just a bit of background. I have created a share-point list of my data. The dropdown selection I would like my users to fill out is a choices field within my share-point list. The selections appear correctly and are written to sharepoint when the selection is made. </p>

<p>However when i try to call my choices field in the visibility field i get errors. I've tried all sorts of permutations to figure it out but just can't. I've tried in the visible property of the tickbox to do.</p>

<p><strong>Calling the item</strong>:
If(!IsBlank(ThisItem.Validation_Status_),true, false)</p>

<p><strong>Calling the Datafield</strong>:
If(!IsBlank(""Validation_x0020_Status""),true, false)</p>

<p><strong>Calling the DataCard</strong>:
If(!IsBlank(DataCardValue22.Selected),true, false)</p>

<p>The weird thing is that I cant even call the choices field as an item within my gallery, does any one know how i can check to see if that field has been filled in per gallery item. At the this point the solution doesn't need to be tick box visibility,  just a ""yes"" or ""no"" if it has been filled out would be great as well!</p>

<p>Kind regards,</p>
","<p>Its a challenging to visualize what you are looking for, but I think you want a Checkbox control, in a Gallery to show <code>true</code> if the column in Sharepoint is <code>true</code> and <code>false</code> if the column is <code>false</code>.</p>

<p><strong>You'll want to focus on the <code>Default</code> property of the Checkbox.</strong> </p>

<p>Set the <code>Default</code> property to:</p>

<pre><code>If(ThisItem.ColumnName = X, true, false)
</code></pre>

<p>Where <code>ColumnName</code> is the Sharepoint column and <code>X</code> is the affirmative value in the column. You can also use <code>!IsBlank</code> or any logic operator you want <code>&lt;,&gt;,=</code> etc. </p>

<p><strong>Heres a quick example:</strong></p>

<p><a href=""https://i.stack.imgur.com/7wxjo.gif"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/7wxjo.gif"" alt=""enter image description here""></a></p>
",3__development
61938413,How to get metadata of Salesforce Objects using Python if the object name is dynamic?,"<pre><code>
    from salesforce_api import Salesforce
    client = * connection details*
    desc_obj = client.sobjects.Case_Details__c.describe()

</code></pre>

<p>I want to the object name to be dynamic as it will be an user input. Something like:-</p>

<pre><code>   from salesforce_api import Salesforce
   client = * connection details*
   def extract_sffields(table_name):
       desc_obj = client.sobjects.%table_name%.describe()
</code></pre>

<p>where table is dynamic. </p>
","<p>In Python you can use the builtins <code>getattr</code> and <code>setattr</code> to manipulate object attributes. So you can write:</p>

<pre><code>desc_obj = getattr(client.sobjects, table_name).describe()
</code></pre>
",3__development
61939435,Power App authentication with Azure ADB2C,"<p>I have an app that was developed using Angular 9 and we are using the login with  Azure AD B2C.
The users that we have in the  Azure AD B2C are Member(type).</p>

<p>We have a new requirement where we have to embed power apps in the web app (iframe tag - Canvas App), but we saw that always ask for sign in, but we want to re-use the token generated with the login to see the power app.</p>

<p>We created the power apps in the same directory as the Azure AD B2C and we shared it to everyone.
I tested the @microsoft/powerappsplayersdk sdk for angular but it's still not working, exists a getAccessToken function but neither works</p>

<p>Any ideas about what is missing? or what I have to do to avoid login again when I try to see a power app within my web application?</p>
",,3__development
61947363,Access reports saved in users personal folders,"<p>I have a requirement to replace a few of the deprecated fields with new fields and these deprecated fields are referred in reports which users are saved to their personal folders? is there any way to access them? </p>

<p>Any help is much appreciated!</p>
",,6__maintenance
